"GO_term_ID","gene_index","Uniprot_ID","gene_symbol","gene_name","GO_term_name","GO_term_definition"
"GO:0021782",2044,"O60603","TLR2","Toll-like receptor 2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2049,"O60636","TSPAN2","Tetraspanin-2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2529,"O94811","TPPP","Tubulin polymerization-promoting protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2616,"O95096","NKX2-2","Homeobox protein Nkx-2.2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2647,"O95196","CSPG5","Chondroitin sulfate proteoglycan 5","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2937,"P00441","SOD1","Superoxide dismutase [Cu-Zn]","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2988,"P01116","KRAS","GTPase KRas","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",2990,"P01130","LDLR","Low-density lipoprotein receptor","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3021,"P01375","TNF","Tumor necrosis factor","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3031,"P01579","IFNG","Interferon gamma","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3033,"P01584","IL1B","Interleukin-1 beta","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3131,"P02745","C1QA","Complement C1q subcomponent subunit A","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3262,"P05067","APP","Amyloid-beta precursor protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3270,"P05109","S100A8","Protein S100-A8","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3295,"P05231","IL6","Interleukin-6","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3346,"P06702","S100A9","Protein S100-A9","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3428,"P07948","LYN","Tyrosine-protein kinase Lyn","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3493,"P08670","VIM","Vimentin","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3929,"P10636","MAPT","Microtubule-associated protein tau","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",3946,"P10909","CLU","Clusterin","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4052,"P12755","SKI","Ski oncogene","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4135,"P14136","GFAP","Glial fibrillary acidic protein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4202,"P15260","IFNGR1","Interferon gamma receptor 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4258,"P16144","ITGB4","Integrin beta-4","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4384,"P18074","ERCC2","General transcription and DNA repair factor IIH helicase subunit XPD","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4488,"P20265","POU3F2","POU domain, class 3, transcription factor 2","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4501,"P20393","NR1D1","Nuclear receptor subfamily 1 group D member 1","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
"GO:0021782",4538,"P20916","MAG","Myelin-associated glycoprotein","glial cell development","The process aimed at the progression of a glial cell over time, from initial commitment of the cell to a specific fate, to the fully functional differentiated cell."
